synset,adverb,sentence,type
00471390-r,stuffily,"‘Come in please,’ he said stuffily",adverb.manner
00471530-r,stupendously,stupendously ignorant people,adverb.degree
00471643-r,sturdily,feet sturdily apart,adverb.manner
00471739-r,stylishly,she was dressed very stylishly,adverb.manner
00471848-r,stylistically,stylistically complex,adverb.domain
00471967-r,suavely,he is suavely charming and all the ladies love him,adverb.manner
00472106-r,sublimely,"it is an enormous, fruit-packed wine, smelling sublimely of ripe blackcurrants",adverb.manner
00472327-r,subtly,"late nineteenth-century French opera at its most beautiful, subtly romantic with a twilight melancholy",adverb.degree
00472504-r,romantically,she fantasized romantically about eloping with her boyfriend,adverb.manner
00472843-r,sulkily,‘What else could I do?’ said Graham sulkily,adverb.manner
00472961-r,summarily,the suspected spy was summarily executed,adverb.manner
00473325-r,superstitiously,superstitiously he refused to travel on Friday the 13th,adverb.subject_oriented
00473471-r,supinely,he called the tune to me and I supinely took it up,adverb.manner
00473613-r,supinely,she was stretched supinely on her back,adverb.manner
00473730-r,surreptitiously,he was watching her surreptitiously as she waited in the hotel lobby,adverb.manner
00473918-r,surpassingly,she was a surpassingly beautiful woman,adverb.degree
00474294-r,sweepingly,he sweepingly condemned the entire population of the country for the war crimes,adverb.manner
00474454-r,sweetly,Susan Hayward plays the wife sharply and sweetly,adverb.manner
00474454-r,sweet,talking sweet to each other,adverb.manner
00474799-r,synchronously,"in four-chambered hearts, the two auricles move synchronously",adverb.manner
00474961-r,synthetically,some of these drugs have been derived from opium and others have been produced synthetically,adverb.manner
00475152-r,tacitly,they are tacitly expected to work 10 hours a day,adverb.manner
00475301-r,tactfully,he stepped tactfully in to prevent trouble,adverb.manner
00475469-r,tactlessly,"at the moment of the murder, he is standing in front of television cameras and talking tactlessly",adverb.manner
00475679-r,tactically,the tactically useful province is still firmly in the rebels' hands,adverb.domain
00475829-r,tamely,the labour movement allowed itself to be run out of power tamely,adverb.manner
00475966-r,tangibly,virtue is tangibly rewarded,adverb.manner
00476072-r,tartly,"‘Never mind your immortal soul,’ she said tartly",adverb.manner
00476193-r,tastefully,the house was tastefully decorated,adverb.manner
00476348-r,tastelessly,the house was tastelessly decorated,adverb.manner
00476516-r,tastily,the meal was tastily cooked,adverb.manner
00476618-r,teasingly,"‘You hate things to be out of order, don't you?’ she said teasingly",adverb.manner
00476787-r,tautly,the rope was tautly stretched,adverb.manner
00476889-r,tearfully,the man confessed tearfully to having beaten his wife,adverb.manner
00477033-r,tersely,"a particular bird, exactly and tersely described in the book of birds",adverb.manner
00477225-r,telescopically,each of the four legs contains a simple screw jack with a thrust bearing that is operated telescopically inside of two tubes,adverb.manner
00477436-r,tellingly,the plain manner of its style all the more tellingly points up the horror of the case,adverb.manner
00477600-r,temperately,these preferences are temperately stated,adverb.manner
00477722-r,temperately,he used the privileges of his office temperately,adverb.manner
00477828-r,tendentiously,the paper reported rather tendentiously on the war atrocities,adverb.manner
00477976-r,tenderly,tenderly she placed her arms round him,adverb.manner
00478247-r,tetchily,‘Are you sure?’ he asked her tetchily,adverb.manner
00478533-r,theologically,the candidate was found theologically sound,adverb.domain
00478659-r,thermostatically,the temperature is thermostatically controlled,adverb.manner
00478811-r,threefold,our rent increased threefold in the past five years,adverb.degree
00479093-r,thick,misfortunes come fast and thick,adverb.frequency
00479191-r,thinly,thinly overgrown mountainside,adverb.degree
00479325-r,thickly,after a few drinks he was beginning to speak thickly,adverb.manner
00479490-r,thickly,spread 1/4 lb softened margarine or cooking fat fairly thickly all over the surface,adverb.manner
00479490-r,thickly,"we were visiting a small, thickly walled and lovely town with straggling outskirt",adverb.manner
00479767-r,thinly,spread the margarine thinly over the meat,adverb.manner
00479767-r,lightly,apply paint lightly,adverb.manner
00479945-r,thin,the blood was flowing thin,adverb.manner
00480070-r,thinly,smiled thinly,adverb.manner
00480171-r,thick,the blood was flowing thick,adverb.manner
00480306-r,thirstily,we drank thirstily from the bottle that was passed around,adverb.manner
00480442-r,thriftily,a used towel that he had used and had left thriftily on the ledge below the mirror rather than consign to the linen basket,adverb.manner
00480643-r,thriftlessly,he lives thriftlessly from day to day,adverb.manner
00480765-r,through,this bus goes through to New York,adverb.spatial
00480861-r,through,this cylinder measures 15 inches through,adverb.spatial
00480952-r,through,read this book through,adverb.degree
00481035-r,through,think this through very carefully!,adverb.degree
00481239-r,tip-top,the shoes fit me tip-top,adverb.degree
00481324-r,tiptoe,standing tiptoe,adverb.manner
00481497-r,tonelessly,"‘Come in,’ she said tonelessly",adverb.manner
00481601-r,topographically,the geological environment is the primary factor in determining the character of a country not only topographically but historically,adverb.domain
00481824-r,tortuously,tortuously haggling over the price,adverb.manner
00481981-r,touchily,he touchily refused all offers to help,adverb.manner
00482096-r,toughly,toughly vigorous story-telling,adverb.manner
00482326-r,transiently,these three pions may actually be joined together transiently as a compound particle during the interchange process,adverb.temporal
00482715-r,transparently,the red brilliance of the claret shines transparently in our glasses,adverb.manner
00482882-r,transparently,his transparently lucid prose,adverb.degree
00482882-r,transparently,his transparently deceitful behavior,adverb.degree
00483060-r,tremulously,the leaves rustled tremulously in the wind,adverb.manner
00483185-r,trenchantly,he defended his client's civil rights trenchantly,adverb.manner
00483330-r,tritely,tritely expressed emotions,adverb.manner
00483431-r,trivially,trivially motivated requests,adverb.manner
00483550-r,trivially,we can prove trivially that this theorem is false,adverb.manner
00483659-r,tropically,it was tropically hot in the greenhouse,adverb.degree
00483779-r,truculently,the boy looked up truculently at his teacher,adverb.manner
00483916-r,truculently,they strive for security by truculently asserting their own interests,adverb.manner
00484064-r,tumultuously,the crowd was demonstrating tumultuously,adverb.manner
00484231-r,turbulently,the river rolls turbulently boiling,adverb.manner
00484366-r,tutorially,undergraduates are better taught tutorially,adverb.manner
00484504-r,twofold,the price increased twofold last year,adverb.degree
00484790-r,unaccountably,"in the book, a tycoon unaccountably becomes the hero's friend",adverb.speaker_oriented
00484941-r,unchangeably,his views were unchangeably fixed,adverb.manner
00485173-r,inarguably,"you write as if this fact, whilst inarguably forever condemning me to the ranks of Bohemianism, nevertheless earned for me the right of entry into any company",adverb.speaker_oriented
00485492-r,unassumingly,she is unassumingly skeptical of her own work,adverb.manner
00485623-r,unattainably,this house is unattainably expensive,adverb.degree
00485809-r,unawares,rain caught them unawares,adverb.manner
00486012-r,unawares,came upon the diamond unawares,adverb.manner
00486125-r,unbearably,it was unbearably hot in the room,adverb.degree
00486260-r,unbeknownst,"unbeknownst to me, she made all the arrangements",adverb.speaker_oriented
00486391-r,unblushingly,his principal opponent unblushingly declared victory before the ballots had been counted,adverb.manner
00486558-r,uncannily,uncannily human robots,adverb.degree
00486660-r,uncertainly,he paused uncertainly,adverb.manner
00486999-r,uncommonly,a common remedy is uncommonly difficult to find,adverb.degree
00487210-r,unwantedly,he was unwantedly friendly,adverb.manner
00487353-r,uninvitedly,the women arrived uninvitedly,adverb.manner
00487539-r,unconcernedly,"war was breaking out in Europe, but she unconcernedly planned for a holiday",adverb.manner
00487702-r,uncontrollably,she laughed uncontrollably,adverb.manner
00488100-r,undeniably,she is undeniably the most gifted student in the class,adverb.speaker_oriented
00488265-r,under,see under for further discussion,adverb.spatial
00488355-r,under,get under quickly!,adverb.spatial
00488421-r,under,the sun went under,adverb.spatial
00488494-r,under,fifty dollars or under,adverb.degree
00488582-r,under,we must keep our disappointment under,adverb.spatial
00488707-r,under,their competitors went under,adverb.spatial
00488803-r,under,this will put the patient under,adverb.spatial
00488892-r,under,children six and under will be admitted free,adverb.degree
00488998-r,underarm,throwing a ball underarm,adverb.manner
00489115-r,underground,water flowing underground,adverb.spatial
00489216-r,underground,the organization was driven underground,adverb.spatial
00489606-r,underneath,we could see the original painting underneath,adverb.spatial
00489606-r,underneath,a house with a good foundation underneath,adverb.spatial
00489821-r,underneath,a chest of drawers all scratched underneath,adverb.spatial
00489957-r,unduly,she was unduly pessimistic about her future,adverb.degree
00490075-r,uneventfully,the space shuttle landed uneventfully,adverb.manner
00490198-r,ungrammatically,this child speaks ungrammatically,adverb.manner
00490341-r,grammatically,this child already speaks grammatically,adverb.manner
00490601-r,uninterruptedly,this pleasant state of affairs had continued peacefully and uninterruptedly for many years,adverb.manner
00490971-r,naturally,speak naturally and easily,adverb.manner
00491284-r,unreservedly,I can unreservedly recommend this restaurant!,adverb.degree
00491479-r,unscrupulously,she unscrupulously uses her charm to make men do what she wants,adverb.manner
00491705-r,unswervingly,the ship travelled unswervingly through the night,adverb.manner
00491868-r,unswervingly,an unswervingly loyal man,adverb.degree
